school_name,state,level,ownership,student_count,teacher_count,latitude,longitude,ward_code,address,status
Tinja Mbazam Primary School,YO,Primary,Unknown,,,11.2227902,11.2521351,70403,"Tinja Mbazam Primary School, YO State, Nigeria",Unknown
Dishi Primary School,YO,Primary,Public,,,11.6082855,12.2960672,70705,"Dishi Primary School, YO State, Nigeria",Close
Gamawa Primary School,YO,Primary,Public,,,11.7430008,11.1272568,71409,"Gamawa Primary School, YO State, Nigeria",Open
Maiduguri Capital Primary School,BR,Primary,Private,,,11.8010424,13.1652926,11306,"Maiduguri Capital Primary School, BR State, Nigeria",Unknown
Paraku Nursery and Primary School,BR,Primary,Private,,,10.5101108,12.3288048,11204,"Paraku Nursery and Primary School, BR State, Nigeria",Unknown
Ibrahim Islamiyya School,BR,Primary,Private,,,11.8398177,13.172441,12407,"Ibrahim Islamiyya School, BR State, Nigeria",Unknown
Polo Nursery and Primary School,BR,Primary,Private,,,11.7969284,13.1443779,11306,"Polo Nursery and Primary School, BR State, Nigeria",Unknown
Ramat Islamic School,BR,Primary,Private,,,11.8393815,13.1310077,12410,"Ramat Islamic School, BR State, Nigeria",Unknown
Wataklri Memo Private School,BR,Secondary,Private,,,10.5256441,12.2429818,11205,"Wataklri Memo Private School, BR State, Nigeria",Unknown
Namu Model School,BR,Secondary,Private,,,11.8152515,13.1521676,12413,"Namu Model School, BR State, Nigeria",Unknown
Emmy Model School,BR,Primary,Private,,,11.8099544,13.1800769,12409,"Emmy Model School, BR State, Nigeria",Unknown
Rayan Islamic Secondary School,BR,Secondary,Private,,,11.8036033,13.172948,11306,"Rayan Islamic Secondary School, BR State, Nigeria",Unknown
Winners Model School,BR,Secondary,Private,,,11.845635,13.1165824,12401,"Winners Model School, BR State, Nigeria",Unknown
Women Leaque Nursery Primary and Secondary School,BR,Mixed,Private,,,11.8145599,13.1406359,12413,"Women Leaque Nursery Primary and Secondary School, BR State, Nigeria",Unknown
Baptist Nursery and Primary School,BR,Primary,Private,,,11.8377211,13.1451671,12406,"Baptist Nursery and Primary School, BR State, Nigeria",Unknown
Indimi Primary and Secondary School,BR,Mixed,Private,,,11.8178496,13.1424343,12413,"Indimi Primary and Secondary School, BR State, Nigeria",Unknown
Carling Private School,BR,Primary,Private,,,11.84214,13.1423929,12410,"Carling Private School, BR State, Nigeria",
Anahada Islamic Institute,BR,Secondary,Private,,,11.8395439,13.1702546,12407,"Anahada Islamic Institute, BR State, Nigeria",Unknown
Nura Islam Primary School,BR,Primary,Private,,,12.6712355,13.6160272,12307,"Nura Islam Primary School, BR State, Nigeria",Unknown
Pandra Nursery and Primary School,BR,Primary,Private,,,10.458846,13.227082,10211,"Pandra Nursery and Primary School, BR State, Nigeria",Unknown
Maiduguri Innovative Primary and Nursery School,BR,Primary,Private,,,11.8568038,13.1230809,12401,"Maiduguri Innovative Primary and Nursery School, BR State, Nigeria",Unknown
Foundation Primary School,BR,Primary,Private,,,11.8411579,13.1421724,12410,"Foundation Primary School, BR State, Nigeria",Unknown
Anahada Primary School,BR,Primary,Private,,,11.840263,13.1675995,12407,"Anahada Primary School, BR State, Nigeria",Unknown
Tarbiya Model Private School,BR,Primary,Private,,,10.8707463,12.8490439,10601,"Tarbiya Model Private School, BR State, Nigeria",Unknown
Himma Private School,BR,Secondary,Private,,,11.8452283,13.1194967,12401,"Himma Private School, BR State, Nigeria",
Maiduguri International School,BR,Secondary,Private,,,11.8055936,13.1390307,12413,"Maiduguri International School, BR State, Nigeria",Unknown
Bara Imul Iman Islamic Integrated School,BR,Secondary,Private,,,11.8115973,13.1419906,12413,"Bara Imul Iman Islamic Integrated School, BR State, Nigeria",Unknown
Success Secondary School,BR,Secondary,Private,,,11.8713448,13.1447928,12402,"Success Secondary School, BR State, Nigeria",Unknown
St Johns School,BR,Primary,Private,,,11.8383717,13.1438784,12406,"St Johns School, BR State, Nigeria",Unknown
Comunity High Islamiya,BR,Secondary,Private,,,10.5107826,12.3292177,11204,"Comunity High Islamiya, BR State, Nigeria",Unknown
Telta Memorial Secondry School,BR,Secondary,Private,,,11.7409767,13.0953892,11306,"Telta Memorial Secondry School, BR State, Nigeria",Unknown
Alheri Private Nursery and Primary School,BR,Primary,Private,,,11.1504059,12.7571019,10703,"Alheri Private Nursery and Primary School, BR State, Nigeria",Unknown
City International School,BR,Secondary,Private,,,11.8467176,13.1396792,12410,"City International School, BR State, Nigeria",Unknown
Naf Primary School,BR,Primary,Private,,,11.8412982,13.0740934,11612,"Naf Primary School, BR State, Nigeria",Unknown
Fomwan Nursery and Primary School,BR,Primary,Private,,,11.8386153,13.1310318,12410,"Fomwan Nursery and Primary School, BR State, Nigeria",Unknown
Asas Islamic School,BR,Primary,Private,,,11.8150432,13.1779233,12409,"Asas Islamic School, BR State, Nigeria",Unknown
Shehu Umar Nursary and Primary School,BR,Primary,Private,,,11.5116312,13.6774304,10310,"Shehu Umar Nursary and Primary School, BR State, Nigeria",Unknown
Benex Comprehensive Secondary School,BR,Secondary,Private,,,11.8485808,13.1381191,12410,"Benex Comprehensive Secondary School, BR State, Nigeria",Unknown
Choice Private School,BR,Secondary,Private,,,11.802945,13.151223,12413,"Choice Private School, BR State, Nigeria",Unknown
Almunnal International Primary School,BR,Primary,Private,,,13.1075737,12.5071697,12203,"Almunnal International Primary School, BR State, Nigeria",Unknown
Rihabus Saada Primary School,BR,Primary,Private,,,11.8158193,13.1520696,12413,"Rihabus Saada Primary School, BR State, Nigeria",Unknown
Innovative School,BR,Secondary,Private,,,11.8538718,13.118011,12401,"Innovative School, BR State, Nigeria",Unknown
Gwuodia Private School,BR,Secondary,Private,,,10.6181198,12.1798897,10502,"Gwuodia Private School, BR State, Nigeria",Unknown
IBN Masud Bama Quranic Model Nusary and Primary School,BR,Primary,Private,,,11.5215898,13.6812508,10310,"IBN Masud Bama Quranic Model Nusary and Primary School, BR State, Nigeria",Unknown
Unity Private School,BR,Secondary,Private,,,11.87308,13.1498974,12402,"Unity Private School, BR State, Nigeria",Unknown
Dala Standard Secondary School,BR,Secondary,Private,,,11.8170927,13.0987507,12413,"Dala Standard Secondary School, BR State, Nigeria",Unknown
Indimi Islamic Secondary School,BR,Secondary,Private,,,11.8178849,13.1420689,12413,"Indimi Islamic Secondary School, BR State, Nigeria",Unknown
Savior Secondary School,BR,Secondary,Private,,,11.8615332,13.1457247,12402,"Savior Secondary School, BR State, Nigeria",Unknown
Government Science Secondary School Uba Staff Nursery And Primary,BR,Primary,Private,,,10.4383,13.211656,10211,"Government Science Secondary School Uba Staff Nursery And Primary, BR State, Nigeria",Unknown
Foundation Bilingual School,BR,Secondary,Private,,,11.8440515,13.1420323,12410,"Foundation Bilingual School, BR State, Nigeria",Unknown
Al Ihsan Primary School,BR,Primary,Private,,,10.460753,13.224342,10211,"Al Ihsan Primary School, BR State, Nigeria",Unknown
Fatima Aji School,BR,Primary,Private,,,11.8081095,13.1703528,11306,"Fatima Aji School, BR State, Nigeria",Unknown
Tressures Nursery and Primary School,BR,Primary,Private,,,11.806337,13.1523017,12413,"Tressures Nursery and Primary School, BR State, Nigeria",Unknown
Immam Malik Secondary School,BR,Secondary,Private,,,11.8401915,13.1398056,12410,"Immam Malik Secondary School, BR State, Nigeria",Unknown
Anchor Model Private School,BR,Primary,Private,,,10.8645565,12.8484057,10601,"Anchor Model Private School, BR State, Nigeria",Unknown
Maiduguri Capital Secondary School,BR,Secondary,Private,,,11.8005876,13.1644291,11306,"Maiduguri Capital Secondary School, BR State, Nigeria",Unknown
Rayan Islamic Primary School,BR,Primary,Private,,,11.803382,13.1725177,11306,"Rayan Islamic Primary School, BR State, Nigeria",Unknown
Iya Ulummudien Secondary School,BR,Secondary,Private,,,11.8433395,13.1734916,12407,"Iya Ulummudien Secondary School, BR State, Nigeria",Unknown
Madrasatu Nurul Islam Islamiya School,BR,Primary,Private,,,11.5297414,13.6873237,10310,"Madrasatu Nurul Islam Islamiya School, BR State, Nigeria",Unknown
Adsu Demostration Secondary School,AD,Secondary,Private,,,10.2798,13.280519,ADSMUB05,"Adsu Demostration Secondary School, AD State, Nigeria",Unknown
Haske Baptist Nursery,AD,Primary,Private,,,9.210912,12.470463,ADSYLA05,"Haske Baptist Nursery, AD State, Nigeria",Unknown
Junior Secondary School Abubakar Isa Ahmadu,AD,Secondary,Private,,,10.274752,13.279171,ADSMUB05,"Junior Secondary School Abubakar Isa Ahmadu, AD State, Nigeria",Unknown
Atiku Abubakar Islamiya Primary School,AD,Primary,Private,,,8.577732,12.379826,ADSJAD11,"Atiku Abubakar Islamiya Primary School, AD State, Nigeria",Unknown
Isali Lnternational,AD,Secondary,Private,,,9.185751,12.482898,ADSYLA03,"Isali Lnternational, AD State, Nigeria",Unknown
Lutheran Church of Christ Nigeria Nursery and Primary School,AD,Primary,Private,,,10.156694,12.736262,ADSGMB07,"Lutheran Church of Christ Nigeria Nursery and Primary School, AD State, Nigeria",Unknown
Manga Chanji Arabic Secondary School,AD,Secondary,Private,,,10.268746,13.268646,ADSMUB09,"Manga Chanji Arabic Secondary School, AD State, Nigeria",Unknown
Model Islamiya Primary School,AD,Primary,Private,,,8.4401889,12.0520039,ADSGAN03,"Model Islamiya Primary School, AD State, Nigeria",Unknown
Eyn Nursery and Primary School Gimma,AD,Primary,Private,,,10.261053,13.239105,ADSGYL06,"Eyn Nursery and Primary School Gimma, AD State, Nigeria",Unknown
Abu Ayyub Primary School,AD,Primary,Private,,,10.277068,13.276151,ADSMUB05,"Abu Ayyub Primary School, AD State, Nigeria",Unknown
Alos Academy Dumne,AD,Secondary,Private,,,9.783784,12.404811,ADSSNG02,"Alos Academy Dumne, AD State, Nigeria",Unknown
St John Primary School,AD,Primary,Private,,,9.277246,12.463702,ADSYLN04,"St John Primary School, AD State, Nigeria",Unknown
St Peter Minor Seminary Secondary School CBN Quarters,AD,Secondary,Private,,,9.2693062,12.4418074,ADSYLN08,"St Peter Minor Seminary Secondary School CBN Quarters, AD State, Nigeria",Unknown
Ilimi Nursery and Primary School,AD,Primary,Private,,,9.684621,11.999506,ADSSHG07,"Ilimi Nursery and Primary School, AD State, Nigeria",Unknown
Atiku Abubakar Libasutaqwa,AD,Secondary,Private,,,8.432715,12.050028,ADSGAN03,"Atiku Abubakar Libasutaqwa, AD State, Nigeria",Unknown
Lutheran Churh of Christ In Nigeria Secondary School Hong,AD,Secondary,Private,,,10.22819,12.913751,ADSHNG11,"Lutheran Churh of Christ In Nigeria Secondary School Hong, AD State, Nigeria",Unknown
Anwaru Islam,AD,Primary,Private,,,9.471026,12.029363,ADSNUM08,"Anwaru Islam, AD State, Nigeria",Unknown
Contentment Nursery and Primary School,AD,Primary,Private,,,10.243209,13.0230473,ADSHNG01,"Contentment Nursery and Primary School, AD State, Nigeria",Unknown
Nurul Ulum Academy,AD,Primary,Private,,,9.047526,12.054046,ADSMWA08,"Nurul Ulum Academy, AD State, Nigeria",Unknown
Basic Nursery and Primary School,AD,Primary,Private,,,9.295906,12.235752,ADSYLA09,"Basic Nursery and Primary School, AD State, Nigeria",Unknown
Jambutu Wisdom Academy,AD,Secondary,Private,,,9.2871618,12.4210085,ADSYLN05,"Jambutu Wisdom Academy, AD State, Nigeria",Unknown
Federal Government College Staff Nursery and Primary School,AD,Primary,Private,,,8.461726,12.053775,ADSGAN04,"Federal Government College Staff Nursery and Primary School, AD State, Nigeria",Unknown
Mundra Models High School,AD,Secondary,Private,,,10.279736,13.284263,ADSMUB05,"Mundra Models High School, AD State, Nigeria",Unknown
Global City Academy,AD,Primary,Private,,,10.264252,13.259822,ADSGYL06,"Global City Academy, AD State, Nigeria",Open
Solid Step Foundation Nursery and Primary School,AD,Primary,Private,,,10.311223,13.155081,ADSHNG09,"Solid Step Foundation Nursery and Primary School, AD State, Nigeria",Unknown
Echo Academy,AD,Secondary,Private,,,10.264733,13.250884,ADSGYL06,"Echo Academy, AD State, Nigeria",Unknown
Kanzul Islamic Nursery and Primary School,AD,Primary,Private,,,9.199367,12.485384,ADSYLA10,"Kanzul Islamic Nursery and Primary School, AD State, Nigeria",Unknown
Buzza Nursery School,AD,Primary,Private,,,10.1763589,12.8162235,ADSHNG11,"Buzza Nursery School, AD State, Nigeria",Unknown
Heritage Academy Nursery and Primary School Jamkise,AD,Primary,Private,,,9.9965324,11.8988939,ADSGUY02,"Heritage Academy Nursery and Primary School Jamkise, AD State, Nigeria",Unknown
Frontier International,AD,Primary,Private,,,10.118958,12.699814,ADSGMB09,"Frontier International, AD State, Nigeria",Unknown
Mayos Modern College,AD,Secondary,Private,,,9.04412,12.062171,ADSMWA08,"Mayos Modern College, AD State, Nigeria",Unknown
Lutheran Primary School,AD,Primary,Private,,,9.906704,11.927462,ADSGUY07,"Lutheran Primary School, AD State, Nigeria",Unknown
Firstghana Experimental School,AD,Mixed,Private,,,9.336926,12.501602,ADSGRE04,"Firstghana Experimental School, AD State, Nigeria",Unknown
Ibrahim Attah Memorial School,AD,Primary,Private,,,9.282318,12.46055,ADSYLN07,"Ibrahim Attah Memorial School, AD State, Nigeria",Unknown
Ambassador Dahiru A Waziri Nursry and Primary School,AD,Primary,Private,,,9.2120741,12.4778817,ADSYLA05,"Ambassador Dahiru A Waziri Nursry and Primary School, AD State, Nigeria",Unknown
Model Islamiya Primary School,AD,Primary,Private,,,8.757033,12.15144,ADSJAD02,"Model Islamiya Primary School, AD State, Nigeria",Unknown
St Patrick Primary,AD,Primary,Private,,,9.471747,12.03841,ADSDSA10,"St Patrick Primary, AD State, Nigeria",Unknown
Hozzycal Nursery and Primary School,AD,Primary,Private,,,9.535305,11.610129,ADSLMR09,"Hozzycal Nursery and Primary School, AD State, Nigeria",Unknown
Victory Nursery and Primary School,AD,Primary,Private,,,9.608746,11.79075,ADSLMR04,"Victory Nursery and Primary School, AD State, Nigeria",Unknown
Lady of Mount Carmel,AD,Primary,Private,,,10.738622,13.409614,ADSMDG02,"Lady of Mount Carmel, AD State, Nigeria",Unknown
Agape Nursery and Primary School Michika,AD,Primary,Private,,,10.632503,13.391513,ADSMCH07,"Agape Nursery and Primary School Michika, AD State, Nigeria",Unknown
Precious Child Nursery and Primary School,AD,Primary,Private,,,9.426101,12.138007,ADSDSA03,"Precious Child Nursery and Primary School, AD State, Nigeria",Unknown
Al Iman Islamiya Nursery School,AD,Primary,Private,,,10.229088,12.922185,ADSHNG06,"Al Iman Islamiya Nursery School, AD State, Nigeria",Unknown
Colonel Isa Ahmad Memorial Primary School,AD,Primary,Private,,,9.261922,12.45879,ADSYLN01,"Colonel Isa Ahmad Memorial Primary School, AD State, Nigeria",Unknown
Fodiya Nursery and Primary School,AD,Primary,Private,,,9.27482,12.459127,ADSYLN01,"Fodiya Nursery and Primary School, AD State, Nigeria",Unknown
Goni Bello Islamic Education Centre,AD,Primary,Private,,,10.261597,13.277552,ADSGYL09,"Goni Bello Islamic Education Centre, AD State, Nigeria",Open
Sabon Dale Nursery and Primary School,AD,Primary,Private,,,10.252947,13.277256,ADSGYL09,"Sabon Dale Nursery and Primary School, AD State, Nigeria",Unknown
Bright Way Nursery and Primary School,AD,Primary,Private,,,10.203055,12.988357,ADSHNG01,"Bright Way Nursery and Primary School, AD State, Nigeria",Unknown
Anglican Nursery and Primary School,AD,Primary,Private,,,8.763462,12.152475,ADSJAD02,"Anglican Nursery and Primary School, AD State, Nigeria",Unknown
Nurul Yakin Islamiya,AD,Primary,Private,,,9.191777,12.480496,ADSYLA03,"Nurul Yakin Islamiya, AD State, Nigeria",Unknown
St Pius Catholic Primary Nusery,AD,Primary,Private,,,10.3282,13.31132,ADSMUB10,"St Pius Catholic Primary Nusery, AD State, Nigeria",Unknown
Evengel accademy,AD,Primary,Private,,,10.270264,13.256876,ADSMUB11,"Evengel accademy, AD State, Nigeria",Unknown
Community Nursery and Primary School,AD,Primary,Private,,,9.296273,12.23467,ADSYLA09,"Community Nursery and Primary School, AD State, Nigeria",Unknown
St Theresa Cri Upper Luggere,AD,Primary,Private,,,9.271376,12.447156,ADSYLN08,"St Theresa Cri Upper Luggere, AD State, Nigeria",Unknown
Sebore Primary School,AD,Primary,Private,,,10.249134,13.278134,ADSGYL09,"Sebore Primary School, AD State, Nigeria",Open
Upper Benue Staff School,AD,Primary,Private,,,9.672425,12.016162,ADSSHG07,"Upper Benue Staff School, AD State, Nigeria",Unknown
Hamman Yero Islamic Academy,AD,Primary,Private,,,9.054434,12.061343,ADSMWA08,"Hamman Yero Islamic Academy, AD State, Nigeria",Unknown
Improved Education School and Computer Library,AD,Primary,Private,,,9.223017,12.645869,ADSFUR03,"Improved Education School and Computer Library, AD State, Nigeria",Unknown
Madarasatul Suleiman Ribado Litaalimul Awladi Alnisai,AD,Primary,Private,,,9.2863649,12.4458486,ADSYLN03,"Madarasatul Suleiman Ribado Litaalimul Awladi Alnisai, AD State, Nigeria",Unknown
Anwarrudeen Nursery and Primary School,AD,Primary,Private,,,9.282684,12.458498,ADSYLN07,"Anwarrudeen Nursery and Primary School, AD State, Nigeria",Unknown
Lutheran Junior Seminary Mbamba,AD,Secondary,Private,,,9.18423,12.520857,ADSYLA06,"Lutheran Junior Seminary Mbamba, AD State, Nigeria",Unknown
Dodo Memorial Primary School,AD,Primary,Private,,,10.058079,13.183713,ADSMAH06,"Dodo Memorial Primary School, AD State, Nigeria",Unknown
Anglican Premier Secondary School,AD,Secondary,Private,,,8.763253,12.152356,ADSJAD02,"Anglican Premier Secondary School, AD State, Nigeria",Unknown
Bosco Comprehensive School,AD,Secondary,Private,,,9.266255,12.450475,ADSYLN08,"Bosco Comprehensive School, AD State, Nigeria",Unknown
Calvary Baptist School,AD,Primary,Private,,,9.911881,11.938433,ADSGUY07,"Calvary Baptist School, AD State, Nigeria",Unknown
Albaitul Mukarram Islamic Education Centre Hong,AD,Tertiary,Private,,,10.231045,12.919854,ADSHNG11,"Albaitul Mukarram Islamic Education Centre Hong, AD State, Nigeria",Unknown
Arewa Achievers Academy Junior Secondary School,AD,Secondary,Private,,,9.191306,12.516862,ADSYLA06,"Arewa Achievers Academy Junior Secondary School, AD State, Nigeria",Unknown
Solid Foundation Academy Kwadadai,AD,Secondary,Private,,,9.7832298,11.9646722,ADSGUY01,"Solid Foundation Academy Kwadadai, AD State, Nigeria",Unknown
Madrasatul Misbahudeen,AD,Primary,Private,,,10.274397,13.270535,ADSMUB09,"Madrasatul Misbahudeen, AD State, Nigeria",Unknown
Alhiyau Iptidaiya,AD,Primary,Private,,,9.579279,12.915896,ADSFUR02,"Alhiyau Iptidaiya, AD State, Nigeria",Unknown
Darul Ulum,AD,Secondary,Private,,,9.320723,12.478416,ADSGRE02,"Darul Ulum, AD State, Nigeria",Unknown
Baptist High School,AD,Secondary,Private,,,9.91177,11.938712,ADSGUY07,"Baptist High School, AD State, Nigeria",Open
Darul Arqam Islamic Institute Yola,AD,Secondary,Private,,,9.200515,12.471335,ADSYLA03,"Darul Arqam Islamic Institute Yola, AD State, Nigeria",Unknown
Dalatu Nursery and Primary School,AD,Primary,Private,,,10.175554,12.884769,ADSHNG02,"Dalatu Nursery and Primary School, AD State, Nigeria",Unknown
Futuhul Islam Primary School,AD,Primary,Private,,,8.62648,12.382885,ADSJAD11,"Futuhul Islam Primary School, AD State, Nigeria",Unknown
Tarbiyatul Islamiya,AD,Primary,Private,,,10.267227,13.256353,ADSGYL06,"Tarbiyatul Islamiya, AD State, Nigeria",Unknown
El Shadai Nursery and Primary,AD,Primary,Private,,,9.266914,12.439934,ADSYLN06,"El Shadai Nursery and Primary, AD State, Nigeria",Unknown
Eyn Jimeta Academy,AD,Secondary,Private,,,9.26572,12.451343,ADSYLN08,"Eyn Jimeta Academy, AD State, Nigeria",Unknown
Redeemers Basic School,AD,Secondary,Private,,,8.724413,12.585045,ADSJAD04,"Redeemers Basic School, AD State, Nigeria",Unknown
Senator Mahmoud Waziri Memorial Academy Jabbi Hubbare,AD,Primary,Private,,,9.2109866,12.4776103,ADSYLA05,"Senator Mahmoud Waziri Memorial Academy Jabbi Hubbare, AD State, Nigeria",Unknown
Our Lady of Good Counsel Junior Secondary School,AD,Secondary,Private,,,10.15999,12.734128,ADSGMB07,"Our Lady of Good Counsel Junior Secondary School, AD State, Nigeria",Unknown
Dominion Academy,AD,Secondary,Private,,,8.774273,12.615795,ADSJAD04,"Dominion Academy, AD State, Nigeria",Open
International Private School,AD,Secondary,Private,,,10.274336,13.292012,ADSMUB05,"International Private School, AD State, Nigeria",Open
Bright Future Nursery and Primary School,AD,Primary,Private,,,10.237704,12.934667,ADSHNG10,"Bright Future Nursery and Primary School, AD State, Nigeria",Unknown
Madarasatul Darul Quran,AD,Primary,Private,,,9.201784,12.489237,ADSYLA10,"Madarasatul Darul Quran, AD State, Nigeria",Unknown
Bible Heritage,AD,Tertiary,Private,,,9.209144,12.448014,ADSYLA03,"Bible Heritage, AD State, Nigeria",Unknown
Garden of Knowledge Primary School,AD,Primary,Private,,,8.436231,12.046624,ADSGAN07,"Garden of Knowledge Primary School, AD State, Nigeria",Unknown
Over Comers Primary School,AD,Primary,Private,,,9.8035544,11.9619519,ADSGUY01,"Over Comers Primary School, AD State, Nigeria",Unknown
Lamido Aliyu Memorial Primary School,AD,Primary,Private,,,9.216337,12.483037,ADSYLA04,"Lamido Aliyu Memorial Primary School, AD State, Nigeria",Unknown
School Prevat Sadaki,AD,Primary,Private,,,8.7244315,12.6380387,ADSJAD05,"School Prevat Sadaki, AD State, Nigeria",Unknown
Unity Nursery and Primary School,AD,Primary,Private,,,9.334066,12.506214,ADSGRE04,"Unity Nursery and Primary School, AD State, Nigeria",Unknown
Lutheran Church of Christ Nigeria Secondary School,AD,Secondary,Private,,,10.156161,12.736292,ADSGMB07,"Lutheran Church of Christ Nigeria Secondary School, AD State, Nigeria",Unknown
Austine International Science Academy Primary School,AD,Primary,Private,,,9.27866,12.418597,ADSYLN05,"Austine International Science Academy Primary School, AD State, Nigeria",Unknown
FAAN Junior Secondary School,AD,Secondary,Private,,,9.273595,12.432077,ADSYLN06,"FAAN Junior Secondary School, AD State, Nigeria",Unknown
American University of Nigeria Elementary Academy Yola,AD,Primary,Private,,,9.198616,12.498135,ADSYLA01,"American University of Nigeria Elementary Academy Yola, AD State, Nigeria",Unknown
Kings International Nursery and Primary School,AD,Primary,Private,,,9.274793,12.4161,ADSYLN05,"Kings International Nursery and Primary School, AD State, Nigeria",Unknown
Standard Nursery Primary School,AD,Primary,Private,,,9.055195,12.060581,ADSMWA08,"Standard Nursery Primary School, AD State, Nigeria",Unknown
Usman Bin Fodio Academy,AD,Primary,Private,,,9.210587,12.444495,ADSYLA03,"Usman Bin Fodio Academy, AD State, Nigeria",Open
Iqra Academy Junior Secondary School,AD,Secondary,Private,,,9.264758,12.45701,ADSYLN02,"Iqra Academy Junior Secondary School, AD State, Nigeria",Unknown
Alkali Street Islamic School Demsawo,AD,Primary,Private,,,9.2800648,12.434527,ADSYLN09,"Alkali Street Islamic School Demsawo, AD State, Nigeria",Unknown
Iqra Academy,AD,Primary,Private,,,9.264402,12.456987,ADSYLN02,"Iqra Academy, AD State, Nigeria",Unknown
Nurul Yaqeen Primary School,AD,Primary,Private,,,10.258372,13.255072,ADSGYL06,"Nurul Yaqeen Primary School, AD State, Nigeria",Unknown
University Secondary School Mautech,AD,Secondary,Private,,,9.334944,12.499035,ADSGRE04,"University Secondary School Mautech, AD State, Nigeria",Unknown
Anwarul Islamiya,AD,Primary,Private,,,10.255892,13.25392,ADSGYL06,"Anwarul Islamiya, AD State, Nigeria",Unknown
Sunshine Nursery and Primary School,AD,Primary,Private,,,9.211866,12.447725,ADSYLA03,"Sunshine Nursery and Primary School, AD State, Nigeria",Unknown
Lutheran Church of Christ Junior Secondary School Yola Town,AD,Secondary,Private,,,9.200485,12.484235,ADSYLA10,"Lutheran Church of Christ Junior Secondary School Yola Town, AD State, Nigeria",Unknown
Eyn Nursery and Primary School,AD,Primary,Private,,,10.2695591,13.0965574,ADSHNG01,"Eyn Nursery and Primary School, AD State, Nigeria",Unknown
Tajjini Bolori College of Arabic and Islamic Studies,AD,Secondary,Private,,,10.2565,13.252715,ADSGYL06,"Tajjini Bolori College of Arabic and Islamic Studies, AD State, Nigeria",Unknown
Dauda Birma Daniel Captain Bl Kume Academy,AD,Secondary,Private,,,9.2848617,12.4156849,ADSYLN05,"Dauda Birma Daniel Captain Bl Kume Academy, AD State, Nigeria",Unknown
Ghana Experimental Nursery Primary and Junior Secondary School,AD,Mixed,Private,,,9.336528,12.501374,ADSGRE04,"Ghana Experimental Nursery Primary and Junior Secondary School, AD State, Nigeria",Unknown
Felex Academy,AD,Primary,Private,,,10.138251,12.92728,ADSHNG02,"Felex Academy, AD State, Nigeria",Unknown
Ibrahim Borbona Nursery and Primary Schooloool,AD,Primary,Private,,,9.277714,12.456942,ADSYLN02,"Ibrahim Borbona Nursery and Primary Schooloool, AD State, Nigeria",Unknown
Bahruhuda Islamiya,AD,Primary,Private,,,9.4986,12.479511,ADSGRE06,"Bahruhuda Islamiya, AD State, Nigeria",Unknown
Government Reserved Area Nursery and Primary School Song,AD,Primary,Private,,,9.819712,12.623529,ADSSNG07,"Government Reserved Area Nursery and Primary School Song, AD State, Nigeria",Unknown
Redeem Peoples Academy,AD,Primary,Private,,,9.266136,12.451619,ADSYLN08,"Redeem Peoples Academy, AD State, Nigeria",Unknown
Junior Secondary School All Saints,AD,Secondary,Private,,,10.259555,13.250852,ADSGYL06,"Junior Secondary School All Saints, AD State, Nigeria",Unknown
Unity Nursery and Primary School Sabon Gari Sangere,AD,Primary,Private,,,9.336582,12.50508,ADSGRE04,"Unity Nursery and Primary School Sabon Gari Sangere, AD State, Nigeria",Unknown
Kay Academy Nursery and Primary School,AD,Primary,Private,,,9.248463,12.442617,ADSYLN06,"Kay Academy Nursery and Primary School, AD State, Nigeria",Unknown
Nduku I Primary School,AD,Primary,Private,,,10.128467,13.218773,ADSGYL10,"Nduku I Primary School, AD State, Nigeria",Unknown
Abubakar Model Islamiya Primary School,AD,Primary,Private,,,8.117576,12.046984,ADSTNG08,"Abubakar Model Islamiya Primary School, AD State, Nigeria",Unknown
Mudabshan Nursery School,AD,Primary,Private,,,10.4426072,13.0032982,ADSHNG04,"Mudabshan Nursery School, AD State, Nigeria",Unknown
Destiny Nursery and Primary,AD,Primary,Private,,,9.246169,12.441104,ADSYLN06,"Destiny Nursery and Primary, AD State, Nigeria",Unknown
Abti Academy,AD,Secondary,Private,,,9.199136,12.500464,ADSYLA01,"Abti Academy, AD State, Nigeria",Unknown
Cornerstone Model School,AD,Secondary,Private,,,9.303411,12.490911,ADSGRE08,"Cornerstone Model School, AD State, Nigeria",Unknown
Kanzul Islam Junior Secondary School,AD,Secondary,Private,,,9.199503,12.48503,ADSYLA10,"Kanzul Islam Junior Secondary School, AD State, Nigeria",Unknown
Prince and Princess Primary School,AD,Primary,Private,,,8.118906,12.032843,ADSTNG08,"Prince and Princess Primary School, AD State, Nigeria",Unknown
Evangel Model School Michika,AD,Primary,Private,,,10.623636,13.38295,ADSMCH07,"Evangel Model School Michika, AD State, Nigeria",Unknown
Jamaatul Nasril Islam Islamiya,AD,Secondary,Private,,,9.2806353,12.4529571,ADSYLN11,"Jamaatul Nasril Islam Islamiya, AD State, Nigeria",Unknown
Excellent Future Academy,AD,Primary,Private,,,9.2783798,12.4503904,ADSYLN08,"Excellent Future Academy, AD State, Nigeria",Unknown
Eagles Academy,AD,Primary,Private,,,9.911336,11.937312,ADSGUY07,"Eagles Academy, AD State, Nigeria",Unknown
Victory Standard Nursery and Primary School,AD,Primary,Private,,,8.459531,12.039755,ADSGAN07,"Victory Standard Nursery and Primary School, AD State, Nigeria",Unknown
